0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.7934934
0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934
0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.7934934,0.7934934
0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934,0.7934934,0.7934934,0.7934934
0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934
0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934
0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934
0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934,0.7934934
0.7934934,0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934,0.7934934,0.7934934
0.7934934,0.7934934,0.7934934,0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.0,0.7934934
0.7934934,0.7934934,0.0,0.0,0.0,0.0,0.0,0.7934934,0.7934934,0.7934934,0.7934934,0.7934934
